app_name,tags,specs,id,metascore,developer,Accounting,Action,Adventure,Animation &amp,Audio production,Casual,Design &amp,Early access,Education,Free to play,Illustration,Indie,Massively multiplayer,Modeling,None,Photo editing,Rpg,Racing,Simulation,Software training,Sports,Strategy,Utilities,Video production,Web publishing,release_year,playtimeforever
Vampire: The Masquerade - Bloodlines,"['RPG', 'Vampire', 'Cult Classic', 'Singleplayer', 'Action', 'Supernatural', 'Horror', 'Dark', 'Classic', 'Atmospheric', 'Action RPG', 'Story Rich', 'Great Soundtrack', 'Female Protagonist', 'First-Person', 'Gothic', 'Stealth', 'Third Person', 'Adventure', 'FPS']",['Single-player'],2600,80,Troika Games,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,613191
GUN™,"['Western', 'Action', 'Open World', 'Third-Person Shooter', 'Adventure', 'Shooter', 'Classic', 'Atmospheric', 'Singleplayer', 'Third Person', 'Story Rich', 'Sandbox', 'Great Soundtrack', 'Gore']",['Single-player'],2610,76,Neversoft,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,24922
Call of Duty®,"['FPS', 'Action', 'World War II', 'Classic', 'Shooter', 'Multiplayer', 'Singleplayer', 'War', 'First-Person', 'Military', 'Historical', 'Atmospheric', 'Linear', 'America', 'Story Rich', 'Zombies']","['Single-player', 'Multi-player']",2620,91,Infinity Ward,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003,126028
Call of Duty® 2,"['Action', 'FPS', 'World War II', 'Multiplayer', 'Singleplayer', 'Shooter', 'Classic', 'War', 'Historical', 'First-Person', 'Atmospheric', 'Co-op', 'Military', 'Story Rich', 'Zombies', 'Strategy', 'Adventure']","['Single-player', 'Multi-player']",2630,86,"Infinity Ward,Aspyr (Mac)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,436204
Call of Duty: United Offensive,"['Action', 'World War II', 'FPS', 'Shooter', 'Multiplayer', 'Singleplayer', 'Military', 'Historical', 'Classic', 'War', 'First-Person', 'Atmospheric']","['Single-player', 'Multi-player']",2640,87,Gray Matter Studios,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,85215
RollerCoaster Tycoon® 3: Platinum,"['Simulation', 'Management', 'Sandbox', 'Building', 'Strategy', 'Singleplayer', 'Economy', 'Classic', 'Real-Time with Pause', 'Funny', 'Family Friendly', 'Moddable', 'Multiplayer', 'Great Soundtrack', 'Comedy', 'Casual']",['Single-player'],2700,81,"Frontier,Aspyr (Mac)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2006,942626
Act of War: Direct Action,"['Action', 'Strategy', 'RTS']","['Single-player', 'Multi-player']",2710,82,Eugen Systems,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,10222
ThreadSpace: Hyperbol,"['Action', 'Strategy', 'Indie', 'Space']","['Single-player', 'Multi-player', 'Includes level editor']",2720,0,Iocaine Studios,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2007,665
ARMA: Combat Operations,"['Action', 'Simulation', 'Shooter', 'FPS', 'Tactical', 'Military']","['Single-player', 'Multi-player', 'Includes level editor']",2780,74,Bohemia Interactive,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,18707
X2: The Threat,"['Space', 'Strategy', 'Simulation', 'Sci-fi', 'Open World', 'Space Sim', 'Sandbox', 'Singleplayer', 'Trading', 'Economy', 'Action']","['Single-player', 'Captions available', 'Steam Cloud']",2800,72,Egosoft,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2003,50323
X3: Reunion,"['Space', 'Simulation', 'Strategy', 'Sci-fi', 'Sandbox', 'Space Sim', 'Economy', 'Singleplayer', 'Open World', 'Flight', 'Action', 'Trading']","['Single-player', 'Captions available', 'Steam Cloud']",2810,71,Egosoft,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2005,80484
X3: Terran Conflict,"['Space', 'Simulation', 'Sci-fi', 'Sandbox', 'Strategy', 'Space Sim', 'Open World', 'Trading', 'Singleplayer', 'Economy', 'Action', 'Capitalism', 'Great Soundtrack', 'Moddable', '4X', 'Flight', 'Atmospheric', 'Multiplayer']","['Single-player', 'Steam Achievements', 'Full controller support', 'Captions available', 'Steam Cloud']",2820,73,Egosoft,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2008,688359
X: Beyond the Frontier,"['Simulation', 'Space', 'Strategy', 'Sci-fi', 'Singleplayer', 'Space Sim', 'Trading', 'Sandbox', 'Open World', 'Economy', 'Action']","['Single-player', 'Steam Cloud']",2840,67,Egosoft,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1999,14308
X: Tension,"['Simulation', 'Strategy', 'Space', 'Sci-fi', 'Space Sim', 'Economy', 'Singleplayer', 'Sandbox', 'Action', 'Open World']","['Single-player', 'Steam Cloud']",2850,0,Egosoft,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2000,978
X Rebirth,"['Space', 'Simulation', 'Sci-fi', 'Action', 'Space Sim', 'Sandbox', 'Singleplayer', 'Open World', 'Economy', 'Trading', 'Strategy', 'Atmospheric', 'Moddable', '4X', 'Adventure', 'Great Soundtrack', 'Exploration']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Workshop', 'Steam Cloud']",2870,33,Egosoft,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2013,319091
688(I) Hunter/Killer,"['Strategy', 'Simulation', 'Naval']","['Single-player', 'Multi-player']",2900,0,Sonalysts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1997,6971
Fleet Command,"['Strategy', 'Naval', 'Simulation']",['Single-player'],2910,0,Sonalysts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1999,17175
Sub Command,"['Strategy', 'Simulation', 'Naval']","['Single-player', 'Multi-player', 'Co-op', 'Includes level editor']",2920,84,Sonalysts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2001,4774
FlatOut 2™,"['Racing', 'Destruction', 'Multiplayer', 'Great Soundtrack', 'Classic', 'Action', 'Singleplayer', 'Music', 'Simulation', 'Driving', 'Arcade', 'Physics', 'Comedy', 'Casual', 'Atmospheric', 'Funny']",['Single-player'],2990,76,Bugbear Entertainment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2006,269843
Xpand Rally,"['Racing', 'Multiplayer']","['Single-player', 'Multi-player']",3010,82,Techland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2006,5586
Call of Juarez™,"['Western', 'Action', 'FPS', 'Shooter', 'Adventure', 'Singleplayer', 'First-Person', 'Atmospheric', 'Multiplayer', 'Stealth', 'Story Rich', 'Classic', 'Great Soundtrack']","['Single-player', 'Multi-player', 'Steam Trading Cards']",3020,72,Techland,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,28746
Xpand Rally Xtreme,"['Racing', 'Offroad']","['Single-player', 'Multi-player']",3050,0,Techland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2006,1341
Men of War: Red Tide,"['Strategy', 'World War II', 'RTS', 'Historical', 'War']","['Single-player', 'Steam Cloud']",3130,77,1C Company,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2009,49011
King's Bounty: Armored Princess,"['RPG', 'Turn-Based Strategy', 'Strategy', 'Fantasy', 'Female Protagonist', 'Hex Grid', 'Turn-Based', 'Adventure', 'Tactical', 'Singleplayer', 'Open World']","['Single-player', 'Steam Cloud']",3170,82,Katauri Interactive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2009,115927
Genesis Rising,"['Strategy', 'Space', 'Sci-fi', 'RTS']","['Single-player', 'Multi-player']",3230,57,Metamorf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2007,4283
Safecracker: The Ultimate Puzzle Adventure,"['Puzzle', 'Adventure', 'Casual', 'Point & Click', 'First-Person']",['Single-player'],3260,69,Kheops Studio,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,5179
Painkiller Overdose,"['Action', 'FPS', 'Shooter', 'Horror', 'Multiplayer', 'Singleplayer', 'Gore', 'First-Person']","['Single-player', 'Multi-player']",3270,65,Mindware Studios,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,18405
Bejeweled 2 Deluxe,"['Casual', 'Match 3', 'Puzzle', 'Singleplayer']",['Single-player'],3300,0,"PopCap Games, Inc.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,27038
Chuzzle Deluxe,"['Casual', 'Puzzle', 'Match 3', 'Cute', 'Singleplayer']",['Single-player'],3310,0,"PopCap Games, Inc.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,8800
Insaniquarium Deluxe,"['Casual', 'Simulation', 'Point & Click', 'Action', 'Singleplayer', 'Aliens', 'Classic', 'Underwater', 'Strategy', 'Cute', 'Colorful', 'Clicker', 'Anime']",['Single-player'],3320,0,"PopCap Games, Inc.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,47778
Zuma Deluxe,"['Casual', 'Match 3', 'Singleplayer', 'Puzzle']",['Single-player'],3330,0,"PopCap Games, Inc.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,28164
AstroPop Deluxe,"['Casual', 'Puzzle']",['Single-player'],3340,0,"PopCap Games, Inc.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,1406
Bejeweled Deluxe,"['Casual', 'Match 3', 'Puzzle', 'Singleplayer']",['Single-player'],3350,0,"PopCap Games, Inc.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,6059
Big Money! Deluxe,['Casual'],['Single-player'],3360,0,"PopCap Games, Inc.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,8376
Dynomite Deluxe,"['Casual', 'Puzzle']",['Single-player'],3380,0,"PopCap Games, Inc.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,17569
Feeding Frenzy 2 Deluxe,"['Casual', 'Arcade', 'Singleplayer']",['Single-player'],3390,0,"PopCap Games, Inc.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,22077
Hammer Heads Deluxe,['Casual'],['Single-player'],3400,0,"PopCap Games, Inc.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,1943
Heavy Weapon Deluxe,"['Casual', 'Arcade', 'Action']",['Single-player'],3410,0,"PopCap Games, Inc.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,4042
Iggle Pop Deluxe,['Casual'],['Single-player'],3420,0,"PopCap Games, Inc.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,546
Pizza Frenzy Deluxe,['Casual'],['Single-player'],3430,0,"PopCap Games, Inc.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,3853
Rocket Mania Deluxe,"['Casual', 'Puzzle']",['Single-player'],3440,0,"PopCap Games, Inc.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,3439
Typer Shark! Deluxe,"['Casual', 'Typing', 'Education']",['Single-player'],3450,0,"PopCap Games, Inc.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,24312
Talismania Deluxe,"['Casual', 'Puzzle']",['Single-player'],3460,0,"PopCap Games, Inc.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,8663
Peggle Deluxe,"['Casual', 'Puzzle', 'Arcade', 'Singleplayer', '2D', 'Physics', 'Multiplayer']",['Single-player'],3480,0,"PopCap Games, Inc.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,281145
Peggle Extreme,"['Casual', 'Puzzle', 'Free to Play', 'Action']",['Single-player'],3483,0,"PopCap Games, Inc.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,48712
Venice Deluxe,['Casual'],['Single-player'],3490,0,"Retro64, Inc.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,1056
Mystery P.I.™ - The Lottery Ticket,"['Casual', 'Hidden Object']",['Single-player'],3500,0,SpinTop Games,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,3290
Amazing Adventures The Lost Tomb™,"['Casual', 'Hidden Object']",['Single-player'],3510,0,SpinTop Games,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,3470
Mystery P.I.™ - The Vegas Heist,"['Casual', 'Hidden Object']",['Single-player'],3520,0,SpinTop Games,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,2267
Amazing Adventures Around the World,"['Casual', 'Hidden Object', 'Puzzle']",['Single-player'],3530,0,SpinTop Games,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,2626
Peggle™ Nights,"['Casual', 'Puzzle', 'Singleplayer', '2D']",['Single-player'],3540,76,"PopCap Games, Inc.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,168093
Bejeweled Twist,"['Casual', 'Strategy', 'Match 3', 'Puzzle']",['Single-player'],3560,78,"PopCap Games, Inc.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2008,49466
Mystery P.I.™ - The New York Fortune,"['Casual', 'Hidden Object']",['Single-player'],3570,0,SpinTop Games,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,760
The Wizard's Pen™,"['Casual', 'Hidden Object']",['Single-player'],3580,0,"PopCap Games, Inc.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,1872
Plants vs. Zombies GOTY Edition,"['Tower Defense', 'Zombies', 'Strategy', 'Casual', 'Singleplayer', 'Comedy', 'Family Friendly', '2D', 'Puzzle', 'Indie', 'Cute', 'Great Soundtrack', 'Funny', 'Survival', 'Classic', 'Tactical', 'Touch-Friendly', 'Adventure', 'Post-apocalyptic', 'Action']","['Single-player', 'Steam Achievements']",3590,87,"PopCap Games, Inc.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2009,3475532
Escape Rosecliff Island,"['Casual', 'Hidden Object', 'Puzzle', 'Adventure']",['Single-player'],3600,0,SpinTop Games,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,13921
Mystery P.I. - Lost in Los Angeles,"['Casual', 'Hidden Object']",['Single-player'],3610,0,SpinTop Games,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,1721
Zuma's Revenge!,"['Casual', 'Action', 'Singleplayer', 'Match 3', 'Puzzle']","['Single-player', 'Steam Achievements', 'Stats']",3620,78,"PopCap Games, Inc.",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,75957
Sniper Elite,"['Action', 'Sniper', 'Stealth', 'World War II', 'Third-Person Shooter', 'Singleplayer', 'Shooter', 'Third Person', 'Multiplayer', 'FPS', 'War', 'Classic', 'Co-op']","['Single-player', 'Steam Trading Cards']",3700,76,Rebellion,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,185576
Judge Dredd: Dredd vs. Death,"['Action', 'FPS', 'First-Person', 'Cyberpunk', 'Singleplayer', 'Gore', 'Sci-fi', 'Shooter', 'Classic', 'Comic Book']","['Single-player', 'Multi-player', 'Co-op']",3710,55,Rebellion,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,20359
Evil Genius,"['Strategy', 'Base Building', 'Villain Protagonist', 'Comedy', 'Singleplayer', 'Simulation', 'Parody', 'Management', 'Stylized', 'RTS', 'Funny', 'Real-Time with Pause', 'Classic', 'Building', 'Great Soundtrack', 'Sandbox']",['Single-player'],3720,75,Elixir Studios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2004,416514
Aliens versus Predator Classic 2000,"['FPS', 'Action', 'Classic', 'Aliens', 'Horror', 'Sci-fi', 'Multiplayer', 'Shooter', 'Retro', 'First-Person', 'Singleplayer', 'Atmospheric', 'Gore', 'Stealth', 'Fast-Paced']","['Single-player', 'Multi-player']",3730,0,Rebellion,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,87873
Advent Rising,"['Action', 'Sci-fi', 'Story Rich', 'Singleplayer', 'Third-Person Shooter', 'Great Soundtrack']","['Single-player', 'Steam Trading Cards']",3800,70,GlyphX Games,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,13690
BloodRayne,"['Action', 'Vampire', 'Female Protagonist', 'Third Person', 'Singleplayer', 'Hack and Slash', 'Horror', 'Gore']","['Single-player', 'Steam Trading Cards']",3810,65,Terminal Reality,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003,16609
BloodRayne 2,"['Action', 'Vampire', 'Female Protagonist', 'Gore', 'Third Person', 'Hack and Slash', 'Horror', 'Singleplayer', 'Classic']","['Single-player', 'Steam Trading Cards']",3820,67,Terminal Reality,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,20074
Psychonauts,"['Platformer', 'Comedy', 'Adventure', 'Cult Classic', 'Action', 'Singleplayer', 'Third Person', 'Funny', '3D Platformer', 'Psychological', 'Classic', 'Story Rich', 'Exploration', 'Great Soundtrack', 'Surreal', 'Cartoony', 'Action-Adventure', 'Indie', 'Cute', '3D Vision']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",3830,87,Double Fine Productions,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,989691
Sid Meier's Civilization® IV,"['Strategy', 'Turn-Based Strategy', 'Turn-Based', '4X', 'Historical', 'Multiplayer', 'Singleplayer', 'Moddable', 'Grand Strategy', 'Classic', 'Replay Value', 'Simulation', 'Great Soundtrack', 'Resource Management', 'Economy', 'War', 'Tactical']","['Single-player', 'Multi-player', 'Includes level editor']",3900,94,Firaxis Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2005,727843
Sid Meier's Civilization® III Complete,"['Strategy', 'Turn-Based Strategy', 'Turn-Based', 'Classic', 'Historical', '4X', 'Singleplayer', 'Replay Value', 'Multiplayer', 'Military', 'Exploration', 'Simulation', 'Grand Strategy']","['Single-player', 'Multi-player', 'Includes level editor']",3910,90,Firaxis Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2001,510900
Sid Meier's Pirates!,"['Pirates', 'Open World', 'RPG', 'Adventure', 'Naval', 'Singleplayer', 'Historical', 'Sailing', 'Sandbox', 'Economy', 'Strategy', 'Remake', 'Classic', 'Action', 'Exploration', 'Trading', 'Atmospheric', 'Fighting', 'Choose Your Own Adventure', 'Difficult']",['Single-player'],3920,88,Firaxis Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2005,430363
Shattered Union,"['Strategy', 'Turn-Based Strategy']","['Single-player', 'Multi-player']",3960,67,PopTop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2005,1009
CivCity: Rome,"['Strategy', 'City Builder', 'Simulation', 'Rome']",['Single-player'],3980,67,"FireFly Studios,Firaxis Games",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2006,12285
Civilization IV®: Warlords,"['Strategy', 'Turn-Based', 'Turn-Based Strategy', '4X', 'Historical']",['Single-player'],3990,84,Firaxis Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2006,139292
Garry's Mod,"['Sandbox', 'Multiplayer', 'Funny', 'Moddable', 'Building', 'Co-op', 'Comedy', 'First-Person', 'Mod', 'Simulation', 'Online Co-Op', 'FPS', 'Singleplayer', 'Physics', 'Action', 'Indie', 'Shooter', 'Animation & Modeling', 'Adventure', 'Massively Multiplayer']","['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Steam Workshop', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Includes level editor']",4000,0,Facepunch Studios,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2006,448366457
Poker Superstars II,['Card Game'],['Single-player'],4100,0,Funkitron,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2006,1153
RACE - The WTCC Game,"['Racing', 'Simulation']","['Single-player', 'Multi-player']",4230,0,SimBin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2006,80942
RACE: Caterham Expansion,"['Racing', 'Simulation']","['Single-player', 'Multi-player']",4290,0,SimBin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2007,73914
RoboBlitz,"['Action', 'Indie', 'Puzzle', 'Robots', 'Physics']","['Single-player', 'Partial Controller Support', 'Includes level editor']",4300,80,Naked Sky Entertainment,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,2742
Silverfall,"['RPG', 'Hack and Slash', 'Action RPG', 'Loot', 'Action', 'Fantasy']",['Single-player'],4420,62,Monte Cristo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2007,5283
City Life 2008,"['Simulation', 'Strategy', 'City Builder']",['Single-player'],4460,0,Monte Cristo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2008,5344
Silverfall: Earth Awakening,"['RPG', 'Hack and Slash', 'Action RPG', 'Action', 'Fantasy']","['Single-player', 'Multi-player']",4470,0,Monte Cristo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2008,871
S.T.A.L.K.E.R.: Shadow of Chernobyl,"['Atmospheric', 'Post-apocalyptic', 'Open World', 'FPS', 'Survival', 'Action', 'RPG', 'Survival Horror', 'Shooter', 'Horror', 'Classic', 'First-Person', 'Based On A Novel', 'Singleplayer', 'Moddable', 'Adventure', 'Sci-fi', 'Inventory Management', 'Difficult', 'Sandbox']","['Single-player', 'Multi-player']",4500,82,GSC Game World,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2007,1002505
Full Spectrum Warrior,"['Action', 'Strategy', 'Military', 'Tactical']","['Single-player', 'Multi-player', 'Co-op']",4520,80,Pandemic Studios,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2004,6355
Full Spectrum Warrior: Ten Hammers,"['Strategy', 'Action', 'Military']","['Single-player', 'Multi-player', 'Co-op']",4530,70,Pandemic Studios,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2006,5670
Company of Heroes - Legacy Edition,"['Strategy', 'World War II', 'RTS', 'Multiplayer', 'Action', 'Military', 'Tactical', 'Singleplayer', 'War', 'Base Building', 'Historical', 'Tanks', 'Moddable', 'Co-op', 'Simulation', 'Classic', 'Violent', 'Team-Based', 'Adventure', 'Real-Time with Pause']","['Single-player', 'Multi-player', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud']",4560,93,Relic Entertainment,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2006,2002925
"Warhammer® 40,000: Dawn of War® - Game of the Year Edition","['Strategy', 'Warhammer 40K', 'RTS', 'Sci-fi', 'Multiplayer', 'Base Building', 'Games Workshop', 'Tactical', 'Real-Time', 'Singleplayer', 'Action', 'Classic', 'War', 'Great Soundtrack', 'Fantasy']","['Single-player', 'Multi-player', 'Steam Trading Cards', 'Steam Cloud']",4570,86,Relic Entertainment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2006,744151
"Warhammer® 40,000: Dawn of War® - Dark Crusade","['Strategy', 'Warhammer 40K', 'RTS', 'Sci-fi', 'Multiplayer', 'Base Building', 'Singleplayer', 'Games Workshop', 'Classic', 'Real-Time', 'Action', 'War', 'Atmospheric', 'Tactical', 'Gore', 'Fantasy', 'Co-op', 'Adventure']","['Single-player', 'Multi-player', 'Steam Cloud']",4580,87,Relic Entertainment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2006,1881164
Medieval II: Total War™,"['Strategy', 'Medieval', 'Historical', 'Turn-Based Strategy', 'Grand Strategy', 'RTS', 'War', 'Tactical', 'Singleplayer', 'Multiplayer', 'Moddable', 'Turn-Based', 'Military', 'Real Time Tactics', 'Classic', 'Simulation', 'Action', 'Great Soundtrack', 'Sandbox', '4X']","['Single-player', 'Multi-player', 'Steam Trading Cards']",4700,88,"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2006,5108778
Condemned: Criminal Origins,"['Horror', 'Action', 'Atmospheric', 'First-Person', 'Survival Horror', 'FPS', 'Crime', 'Psychological Horror', 'Difficult', 'Singleplayer', 'Gore', 'Classic', 'Dark', 'Survival', 'Story Rich', 'Mystery', 'Detective']",['Single-player'],4720,78,Monolith,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,45301
