ids,playtimeforever
9030,8981
9040,9415
90400,1099
9050,197838
90500,11333
90530,35025
9060,13370
9070,23777
90800,207
91100,40757
91200,174986
91310,10227900
91330,157347
9160,7960
91600,1413824
91700,606183
9180,18629
91800,4131
91810,7128
91900,116059
9200,1424470
92000,50405
92100,57130
92200,2452
92210,5317
92220,3287
92300,52127
92400,779
92600,5372
92700,1557
92800,413787
92900,6862
9310,295398
93200,163376
9340,829252
9350,368939
9400,22888
94000,2157
9420,2215656
94200,75437
94300,34218
94303,669
94400,384754
9450,3694704
94500,39444
94510,31938
94520,36524
94530,28425
94590,27091
9460,100644
94600,14576
94610,8914
94620,7751
9480,3272138
9500,12304
95000,27317
95300,49252
95400,81655
95500,9040
95700,943
95900,47947
96000,66526
96100,133684
96200,49439
96300,161391
96400,227871
96800,47202
96900,13623
97000,302440
9710,1814
97100,314464
97110,9684
97120,5473
97130,7252
9730,1430
97330,1501915
9740,10667
9760,11465
9800,15378
98100,8388
98200,400386
98300,161608
98400,106005
9850,6805
98500,5839
98510,15390
9860,66316
98600,55326
9870,93035
9880,2055674
98800,894065
98900,3097
9900,7464622
99100,15885
99120,407
99200,2346
9930,1038322
99300,54850
9940,42865
99400,2469
99410,681
9960,357
9970,767
99700,35223
9980,3997
99810,357891
99830,245472
99890,128135
9990,2108
99900,17259239
99910,426648
99920,2344
